vn_genome_ids,c00,c01,c10,c11,c1s,c_sum
HG02072,86,1,1,0,2,88
HG02079,81,2,5,0,7,88
HG01600,88,0,0,0,0,88
HG02140,87,0,1,0,1,88
HG01841,83,4,1,0,5,88
HG02020,85,0,3,0,3,88
HG01878,79,9,0,0,9,88
HG02085,80,7,1,0,8,88
HG01598,62,7,19,0,26,88
HG01872,67,2,19,0,21,88
HG02073,83,0,2,3,5,88
HG01845,81,1,6,0,7,88
HG02032,78,9,1,0,10,88
HG02088,83,0,5,0,5,88
HG01840,83,4,1,0,5,88
HG01855,82,5,1,0,6,88
HG02050,79,8,1,0,9,88
HG01844,84,3,1,0,4,88
HG02067,72,12,4,0,16,88
HG02133,61,7,20,0,27,88
HG02127,86,1,0,1,2,88
HG02512,82,5,1,0,6,88
HG02040,74,10,0,4,14,88
HG01859,67,8,3,10,21,88
HG02078,86,0,1,1,2,88
HG02070,87,1,0,0,1,88
HG02029,85,3,0,0,3,88
HG02116,69,19,0,0,19,88
HG01842,86,1,1,0,2,88
HG01867,87,1,0,0,1,88
HG02060,82,1,5,0,6,88
HG01843,81,4,3,0,7,88
HG02028,79,6,3,0,9,88
HG01861,82,0,6,0,6,88
HG01869,87,1,0,0,1,88
HG01865,88,0,0,0,0,88
HG01848,81,5,2,0,7,88
HG02048,87,0,1,0,1,88
HG02130,85,1,2,0,3,88
HG01595,70,13,5,0,18,88
HG01860,77,4,7,0,11,88
HG01853,82,6,0,0,6,88
HG02139,86,0,2,0,2,88
HG02121,82,5,1,0,6,88
HG01858,87,0,1,0,1,88
HG02058,68,0,20,0,20,88
HG02076,87,0,1,0,1,88
HG02131,75,1,12,0,13,88
HG02522,78,3,7,0,10,88
HG02019,69,0,0,19,19,88
HG01851,79,5,4,0,9,88
HG02016,83,4,1,0,5,88
HG01874,81,2,5,0,7,88
HG02057,87,1,0,0,1,88
HG02521,68,19,1,0,20,88
HG02035,87,1,0,0,1,88
HG02025,80,1,7,0,8,88
HG02128,75,10,3,0,13,88
HG01862,79,6,3,0,9,88
HG02134,68,2,0,18,20,88
HG02082,82,6,0,0,6,88
HG02122,80,2,6,0,8,88
HG01870,86,1,1,0,2,88
HG02136,77,0,11,0,11,88
HG01852,69,18,1,0,19,88
HG02137,82,5,1,0,6,88
HG01850,69,0,19,0,19,88
HG01857,87,0,1,0,1,88
HG02061,82,1,5,0,6,88
HG02142,81,1,1,5,7,88
HG01863,68,19,1,0,20,88
HG02026,65,5,18,0,23,88
HG01871,76,9,3,0,12,88
HG02141,69,0,19,0,19,88
HG01873,78,5,5,0,10,88
HG02049,63,19,6,0,25,88
HG02086,87,0,0,1,1,88
HG02113,86,1,1,0,2,88
HG01847,83,0,1,4,5,88
HG02513,109,88,1,0,89,198
HG02138,195,1,2,0,3,198
HG02075,197,0,1,0,1,198
HG02031,196,2,0,0,2,198
HG02084,107,1,90,0,91,198
HG02047,196,0,2,0,2,198
HG01597,113,84,1,0,85,198
HG01849,113,84,1,0,85,198
HG02023,111,0,87,0,87,198
HG01846,195,1,2,0,3,198
HG02081,187,9,1,1,11,198
HG01599,106,91,1,0,92,198
HG01866,99,83,16,0,99,198
HG02064,111,87,0,0,87,198
HG02069,95,85,18,0,103,198
HG02087,108,89,1,0,90,198
HG02017,109,1,88,0,89,198
HG01864,95,17,86,0,103,198
HG01868,178,17,3,0,20,198
HG01596,196,2,0,0,2,198
HG02072,107,91,0,0,91,198
HG02079,109,2,87,0,89,198
HG01600,197,0,1,0,1,198
HG02140,196,0,2,0,2,198
HG01841,180,1,17,0,18,198
HG02020,194,3,1,0,4,198
HG01878,126,0,72,0,72,198
HG02085,197,1,0,0,1,198
HG01598,95,86,16,1,103,198
HG01872,113,84,1,0,85,198
HG02073,181,2,15,0,17,198
HG01845,196,0,2,0,2,198
HG02032,197,0,0,1,1,198
HG02088,197,0,1,0,1,198
HG01840,194,2,2,0,4,198
HG01855,196,2,0,0,2,198
HG02050,110,86,1,1,88,198
HG01844,108,7,0,83,90,198
HG02067,186,11,1,0,12,198
HG02133,193,2,3,0,5,198
HG02127,112,86,0,0,86,198
HG02512,197,0,0,1,1,198
HG02040,198,0,0,0,0,198
HG01859,112,0,86,0,86,198
HG02078,194,3,1,0,4,198
HG02070,194,2,2,0,4,198
HG02029,195,1,2,0,3,198
HG02116,110,1,87,0,88,198
HG01842,197,1,0,0,1,198
HG01867,179,2,17,0,19,198
HG02060,113,1,81,3,85,198
HG01843,187,10,1,0,11,198
HG02028,196,2,0,0,2,198
HG01861,187,1,10,0,11,198
HG01869,194,2,2,0,4,198
HG01865,110,1,87,0,88,198
HG01848,195,1,2,0,3,198
HG02048,109,0,89,0,89,198
HG02130,198,0,0,0,0,198
HG01595,193,2,3,0,5,198
HG01860,197,1,0,0,1,198
HG01853,197,0,1,0,1,198
HG02139,197,0,1,0,1,198
HG02121,113,0,85,0,85,198
HG01858,195,0,0,3,3,198
HG02058,184,4,9,1,14,198
HG02076,106,91,1,0,92,198
HG02131,196,0,2,0,2,198
HG02522,195,1,2,0,3,198
HG02019,179,17,2,0,19,198
HG01851,197,1,0,0,1,198
HG02016,196,2,0,0,2,198
HG01874,197,1,0,0,1,198
HG02057,107,1,15,75,91,198
HG02521,107,90,1,0,91,198
HG02035,111,2,0,85,87,198
HG02025,197,1,0,0,1,198
HG02128,110,0,88,0,88,198
HG01862,198,0,0,0,0,198
HG02134,110,1,87,0,88,198
HG02082,194,2,2,0,4,198
HG02122,197,1,0,0,1,198
HG01870,104,92,2,0,94,198
HG02136,104,91,2,1,94,198
HG01852,112,1,85,0,86,198
HG02137,195,2,1,0,3,198
HG01850,194,2,2,0,4,198
HG01857,196,1,1,0,2,198
HG02061,108,1,89,0,90,198
HG02142,104,91,3,0,94,198
HG01863,197,0,1,0,1,198
HG02026,110,0,88,0,88,198
HG01871,110,1,87,0,88,198
HG02141,194,0,4,0,4,198
HG01873,109,88,1,0,89,198
HG02049,193,1,4,0,5,198
HG02086,195,0,3,0,3,198
HG02113,109,89,0,0,89,198
HG01847,196,1,1,0,2,198
HG02513,90,20,4,0,24,114
HG02138,107,5,2,0,7,114
HG02075,84,17,11,2,30,114
HG02031,96,0,18,0,18,114
HG02084,96,18,0,0,18,114
HG02047,109,0,5,0,5,114
HG01597,94,1,2,17,20,114
HG01849,87,8,3,16,27,114
HG02023,76,18,14,6,38,114
HG01846,90,7,17,0,24,114
HG02081,90,24,0,0,24,114
HG01599,98,1,15,0,16,114
HG01866,109,0,5,0,5,114
HG02064,93,3,18,0,21,114
HG02069,91,17,6,0,23,114
HG02087,91,5,18,0,23,114
HG02017,92,17,5,0,22,114
HG01864,95,1,18,0,19,114
HG01868,96,1,17,0,18,114
HG01596,80,17,17,0,34,114
HG02072,108,6,0,0,6,114
HG02079,97,0,17,0,17,114
HG01600,93,0,3,18,21,114
HG02140,108,0,6,0,6,114
HG01841,93,3,1,17,21,114
HG02020,91,17,6,0,23,114
HG01878,77,20,17,0,37,114
HG02085,101,13,0,0,13,114
HG01598,96,18,0,0,18,114
HG01872,78,18,18,0,36,114
HG02073,95,19,0,0,19,114
HG01845,114,0,0,0,0,114
HG02032,80,17,17,0,34,114
HG02088,83,17,14,0,31,114
HG01840,109,0,5,0,5,114
HG01855,79,18,17,0,35,114
HG02050,101,0,13,0,13,114
HG01844,99,2,0,13,15,114
HG02067,80,19,15,0,34,114
HG02133,82,13,19,0,32,114
HG02127,94,0,20,0,20,114
HG02512,98,0,16,0,16,114
HG02040,108,5,1,0,6,114
HG01859,96,17,1,0,18,114
HG02078,98,1,15,0,16,114
HG02070,101,0,0,13,13,114
HG02029,89,12,9,4,25,114
HG02116,91,5,18,0,23,114
HG01842,80,17,16,1,34,114
HG01867,89,12,12,1,25,114
HG02060,79,17,17,1,35,114
HG01843,96,1,17,0,18,114
HG02028,80,15,19,0,34,114
HG01861,81,16,17,0,33,114
HG01869,80,17,16,1,34,114
HG01865,95,19,0,0,19,114
HG01848,92,17,5,0,22,114
HG02048,108,5,1,0,6,114
HG02130,100,0,14,0,14,114
HG01595,102,0,12,0,12,114
HG01860,95,0,19,0,19,114
HG01853,89,17,8,0,25,114
HG02139,79,18,17,0,35,114
HG02121,94,20,0,0,20,114
HG01858,96,0,18,0,18,114
HG02058,96,0,18,0,18,114
HG02076,114,0,0,0,0,114
HG02131,97,17,0,0,17,114
HG02522,95,0,19,0,19,114
HG02019,89,1,8,16,25,114
HG01851,86,11,13,4,28,114
HG02016,95,4,1,14,19,114
HG01874,96,3,1,14,18,114
HG02057,94,1,19,0,20,114
HG02521,94,6,14,0,20,114
HG02035,94,6,14,0,20,114
HG02025,99,2,13,0,15,114
HG02128,108,5,1,0,6,114
HG01862,95,19,0,0,19,114
HG02134,82,14,18,0,32,114
HG02082,94,19,1,0,20,114
HG02122,98,0,16,0,16,114
HG01870,108,6,0,0,6,114
HG02136,105,5,4,0,9,114
HG01852,108,0,1,5,6,114
HG02137,99,15,0,0,15,114
HG01850,96,18,0,0,18,114
HG01857,79,16,19,0,35,114
HG02061,112,1,1,0,2,114
HG02142,95,18,1,0,19,114
HG01863,96,18,0,0,18,114
HG02026,94,3,3,14,20,114
HG01871,101,13,0,0,13,114
HG02141,97,0,0,17,17,114
HG01873,97,0,0,17,17,114
HG02049,98,16,0,0,16,114
HG02086,101,13,0,0,13,114
HG02113,99,1,14,0,15,114
HG01847,113,0,1,0,1,114
HG02513,45,1,2,0,3,48
HG02138,45,1,2,0,3,48
HG02075,39,2,7,0,9,48
HG02031,46,0,2,0,2,48
HG02084,46,0,1,1,2,48
HG02047,45,1,2,0,3,48
HG01597,46,1,1,0,2,48
HG01849,44,1,3,0,4,48
HG02023,45,1,2,0,3,48
HG01846,47,0,1,0,1,48
HG02081,46,1,1,0,2,48
HG01599,38,8,2,0,10,48
HG01866,46,1,0,1,2,48
HG02064,47,1,0,0,1,48
HG02069,45,3,0,0,3,48
HG02087,45,0,2,1,3,48
HG02017,46,1,1,0,2,48
HG01864,46,1,0,1,2,48
HG01868,40,1,7,0,8,48
HG01596,47,1,0,0,1,48
HG02072,45,0,3,0,3,48
HG02079,45,1,2,0,3,48
HG01600,45,1,2,0,3,48
HG02140,43,2,3,0,5,48
HG01841,45,1,2,0,3,48
HG02020,47,1,0,0,1,48
HG01878,37,8,3,0,11,48
HG02085,46,2,0,0,2,48
HG01598,47,1,0,0,1,48
HG01872,37,8,3,0,11,48
HG02073,44,3,1,0,4,48
HG01845,46,1,1,0,2,48
HG02032,44,2,2,0,4,48
HG02088,45,3,0,0,3,48
HG01840,46,2,0,0,2,48
HG01855,47,0,0,1,1,48
HG02050,46,0,1,1,2,48
HG01844,46,0,2,0,2,48
HG02067,40,0,8,0,8,48
HG02133,44,2,2,0,4,48
HG02127,45,2,1,0,3,48
HG02512,46,2,0,0,2,48
HG02040,46,0,2,0,2,48
HG01859,41,0,7,0,7,48
HG02078,40,8,0,0,8,48
HG02070,41,0,7,0,7,48
HG02029,47,1,0,0,1,48
HG02116,47,1,0,0,1,48
HG01842,47,1,0,0,1,48
HG01867,47,0,1,0,1,48
HG02060,46,2,0,0,2,48
HG01843,47,0,1,0,1,48
HG02028,40,0,8,0,8,48
HG01861,46,1,0,1,2,48
HG01869,47,1,0,0,1,48
HG01865,46,0,2,0,2,48
HG01848,41,0,0,7,7,48
HG02048,46,2,0,0,2,48
HG02130,47,1,0,0,1,48
HG01595,46,1,1,0,2,48
HG01860,40,7,1,0,8,48
HG01853,46,0,2,0,2,48
HG02139,47,0,0,1,1,48
HG02121,39,2,7,0,9,48
HG01858,47,1,0,0,1,48
HG02058,46,1,1,0,2,48
HG02076,48,0,0,0,0,48
HG02131,46,2,0,0,2,48
HG02522,47,1,0,0,1,48
HG02019,43,3,2,0,5,48
HG01851,42,5,0,1,6,48
HG02016,47,1,0,0,1,48
HG01874,44,3,1,0,4,48
HG02057,46,1,1,0,2,48
HG02521,46,1,1,0,2,48
HG02035,46,0,2,0,2,48
HG02025,38,1,9,0,10,48
HG02128,47,1,0,0,1,48
HG01862,41,7,0,0,7,48
HG02134,47,1,0,0,1,48
HG02082,40,7,1,0,8,48
HG02122,46,0,1,1,2,48
HG01870,47,1,0,0,1,48
HG02136,48,0,0,0,0,48
HG01852,44,2,2,0,4,48
HG02137,46,0,1,1,2,48
HG01850,47,0,0,1,1,48
HG01857,46,1,1,0,2,48
HG02061,44,3,1,0,4,48
HG02142,46,1,1,0,2,48
HG01863,47,0,1,0,1,48
HG02026,47,0,0,1,1,48
HG01871,47,0,1,0,1,48
HG02141,47,1,0,0,1,48
HG01873,46,1,1,0,2,48
HG02049,46,0,1,1,2,48
HG02086,45,1,2,0,3,48
HG02113,48,0,0,0,0,48
HG01847,40,1,7,0,8,48
HG02513,10,0,0,0,0,10
HG02138,9,0,1,0,1,10
HG02075,10,0,0,0,0,10
HG02031,8,0,2,0,2,10
HG02084,10,0,0,0,0,10
HG02047,10,0,0,0,0,10
HG01597,9,0,1,0,1,10
HG01849,10,0,0,0,0,10
HG02023,9,0,1,0,1,10
HG01846,7,2,1,0,3,10
HG02081,8,1,1,0,2,10
HG01599,10,0,0,0,0,10
HG01866,9,1,0,0,1,10
HG02064,9,0,0,1,1,10
HG02069,10,0,0,0,0,10
HG02087,10,0,0,0,0,10
HG02017,9,0,0,1,1,10
HG01864,10,0,0,0,0,10
HG01868,9,0,1,0,1,10
HG01596,10,0,0,0,0,10
HG02072,10,0,0,0,0,10
HG02079,10,0,0,0,0,10
HG01600,8,0,2,0,2,10
HG02140,10,0,0,0,0,10
HG01841,10,0,0,0,0,10
HG02020,10,0,0,0,0,10
HG01878,9,0,1,0,1,10
HG02085,9,0,0,1,1,10
HG01598,10,0,0,0,0,10
HG01872,10,0,0,0,0,10
HG02073,9,0,0,1,1,10
HG01845,9,1,0,0,1,10
HG02032,10,0,0,0,0,10
HG02088,10,0,0,0,0,10
HG01840,9,0,1,0,1,10
HG01855,10,0,0,0,0,10
HG02050,10,0,0,0,0,10
HG01844,9,0,1,0,1,10
HG02067,10,0,0,0,0,10
HG02133,10,0,0,0,0,10
HG02127,10,0,0,0,0,10
HG02512,10,0,0,0,0,10
HG02040,10,0,0,0,0,10
HG01859,10,0,0,0,0,10
HG02078,10,0,0,0,0,10
HG02070,9,0,1,0,1,10
HG02029,10,0,0,0,0,10
HG02116,9,0,1,0,1,10
HG01842,7,1,2,0,3,10
HG01867,8,2,0,0,2,10
HG02060,10,0,0,0,0,10
HG01843,9,1,0,0,1,10
HG02028,10,0,0,0,0,10
HG01861,9,1,0,0,1,10
HG01869,9,1,0,0,1,10
HG01865,9,1,0,0,1,10
HG01848,8,1,1,0,2,10
HG02048,9,0,1,0,1,10
HG02130,10,0,0,0,0,10
HG01595,10,0,0,0,0,10
HG01860,10,0,0,0,0,10
HG01853,9,0,1,0,1,10
HG02139,8,1,1,0,2,10
HG02121,9,0,1,0,1,10
HG01858,9,0,0,1,1,10
HG02058,8,1,1,0,2,10
HG02076,10,0,0,0,0,10
HG02131,9,0,1,0,1,10
HG02522,9,1,0,0,1,10
HG02019,9,0,1,0,1,10
HG01851,9,0,1,0,1,10
HG02016,9,1,0,0,1,10
HG01874,10,0,0,0,0,10
HG02057,10,0,0,0,0,10
HG02521,10,0,0,0,0,10
HG02035,9,0,1,0,1,10
HG02025,9,0,1,0,1,10
HG02128,10,0,0,0,0,10
HG01862,9,1,0,0,1,10
HG02134,10,0,0,0,0,10
HG02082,8,1,1,0,2,10
HG02122,9,1,0,0,1,10
HG01870,9,0,0,1,1,10
HG02136,8,0,2,0,2,10
HG01852,9,0,0,1,1,10
HG02137,10,0,0,0,0,10
HG01850,9,0,1,0,1,10
HG01857,10,0,0,0,0,10
HG02061,10,0,0,0,0,10
HG02142,9,1,0,0,1,10
HG01863,10,0,0,0,0,10
HG02026,8,1,1,0,2,10
HG01871,9,0,1,0,1,10
HG02141,9,1,0,0,1,10
HG01873,9,1,0,0,1,10
HG02049,9,0,1,0,1,10
HG02086,9,0,1,0,1,10
HG02113,9,1,0,0,1,10
HG01847,7,1,2,0,3,10
HG02513,115,2,1,0,3,118
HG02138,99,17,2,0,19,118
HG02075,115,3,0,0,3,118
HG02031,93,25,0,0,25,118
HG02084,115,0,3,0,3,118
HG02047,118,0,0,0,0,118
HG01597,91,27,0,0,27,118
HG01849,105,1,11,1,13,118
HG02023,94,24,0,0,24,118
HG01846,118,0,0,0,0,118
HG02081,116,1,1,0,2,118
HG01599,100,18,0,0,18,118
HG01866,117,1,0,0,1,118
HG02064,116,2,0,0,2,118
HG02069,82,23,13,0,36,118
HG02087,117,1,0,0,1,118
HG02017,116,1,1,0,2,118
HG01864,93,1,24,0,25,118
HG01868,116,1,0,1,2,118
HG01596,93,1,24,0,25,118
HG02072,92,2,24,0,26,118
HG02079,117,0,1,0,1,118
HG01600,118,0,0,0,0,118
HG02140,93,0,25,0,25,118
HG01841,100,0,18,0,18,118
HG02020,89,5,1,23,29,118
HG01878,117,1,0,0,1,118
HG02085,116,2,0,0,2,118
HG01598,91,2,25,0,27,118
HG01872,115,3,0,0,3,118
HG02073,76,24,16,2,42,118
HG01845,116,2,0,0,2,118
HG02032,93,1,1,23,25,118
HG02088,82,24,12,0,36,118
HG01840,79,21,16,2,39,118
HG01855,90,2,3,23,28,118
HG02050,92,2,24,0,26,118
HG01844,94,23,1,0,24,118
HG02067,93,1,24,0,25,118
HG02133,98,18,2,0,20,118
HG02127,89,2,27,0,29,118
HG02512,94,24,0,0,24,118
HG02040,105,12,1,0,13,118
HG01859,116,2,0,0,2,118
HG02078,116,2,0,0,2,118
HG02070,111,3,4,0,7,118
HG02029,116,0,2,0,2,118
HG02116,116,2,0,0,2,118
HG01842,93,0,25,0,25,118
HG01867,91,24,3,0,27,118
HG02060,117,1,0,0,1,118
HG01843,101,0,17,0,17,118
HG02028,117,0,1,0,1,118
HG01861,97,19,2,0,21,118
HG01869,93,1,24,0,25,118
HG01865,116,2,0,0,2,118
HG01848,82,13,23,0,36,118
HG02048,94,22,2,0,24,118
HG02130,117,0,1,0,1,118
HG01595,117,1,0,0,1,118
HG01860,92,25,1,0,26,118
HG01853,92,1,25,0,26,118
HG02139,99,18,1,0,19,118
HG02121,116,2,0,0,2,118
HG01858,93,0,25,0,25,118
HG02058,117,1,0,0,1,118
HG02076,88,3,27,0,30,118
HG02131,94,24,0,0,24,118
HG02522,89,27,2,0,29,118
HG02019,89,2,27,0,29,118
HG01851,117,1,0,0,1,118
HG02016,94,0,24,0,24,118
HG01874,117,1,0,0,1,118
HG02057,114,1,1,2,4,118
HG02521,114,0,4,0,4,118
HG02035,90,1,4,23,28,118
HG02025,112,5,1,0,6,118
HG02128,118,0,0,0,0,118
HG01862,91,27,0,0,27,118
HG02134,117,1,0,0,1,118
HG02082,87,27,4,0,31,118
HG02122,116,2,0,0,2,118
HG01870,115,1,2,0,3,118
HG02136,95,0,23,0,23,118
HG01852,116,0,2,0,2,118
HG02137,91,24,3,0,27,118
HG01850,115,3,0,0,3,118
HG01857,115,3,0,0,3,118
HG02061,95,23,0,0,23,118
HG02142,92,2,24,0,26,118
HG01863,90,1,27,0,28,118
HG02026,97,3,18,0,21,118
HG01871,92,25,1,0,26,118
HG02141,80,21,15,2,38,118
HG01873,118,0,0,0,0,118
HG02049,117,1,0,0,1,118
HG02086,116,0,2,0,2,118
HG02113,91,0,4,23,27,118
HG01847,117,1,0,0,1,118
HG02513,7,0,4,0,4,11
HG02138,7,0,4,0,4,11
HG02075,9,0,2,0,2,11
HG02031,7,4,0,0,4,11
HG02084,11,0,0,0,0,11
HG02047,7,4,0,0,4,11
HG01597,11,0,0,0,0,11
HG01849,9,0,2,0,2,11
HG02023,7,4,0,0,4,11
HG01846,11,0,0,0,0,11
HG02081,7,0,4,0,4,11
HG01599,7,0,4,0,4,11
HG01866,7,0,4,0,4,11
HG02064,11,0,0,0,0,11
HG02069,11,0,0,0,0,11
HG02087,9,2,0,0,2,11
HG02017,8,2,1,0,3,11
HG01864,7,0,4,0,4,11
HG01868,8,0,3,0,3,11
HG01596,11,0,0,0,0,11
HG02072,11,0,0,0,0,11
HG02079,11,0,0,0,0,11
HG01600,11,0,0,0,0,11
HG02140,11,0,0,0,0,11
HG01841,11,0,0,0,0,11
HG02020,11,0,0,0,0,11
HG01878,7,4,0,0,4,11
HG02085,11,0,0,0,0,11
HG01598,11,0,0,0,0,11
HG01872,11,0,0,0,0,11
HG02073,7,4,0,0,4,11
HG01845,11,0,0,0,0,11
HG02032,7,0,0,4,4,11
HG02088,8,3,0,0,3,11
HG01840,9,2,0,0,2,11
HG01855,11,0,0,0,0,11
HG02050,8,3,0,0,3,11
HG01844,11,0,0,0,0,11
HG02067,11,0,0,0,0,11
HG02133,7,0,0,4,4,11
HG02127,7,0,4,0,4,11
HG02512,11,0,0,0,0,11
HG02040,11,0,0,0,0,11
HG01859,7,0,4,0,4,11
HG02078,11,0,0,0,0,11
HG02070,11,0,0,0,0,11
HG02029,11,0,0,0,0,11
HG02116,11,0,0,0,0,11
HG01842,7,0,4,0,4,11
HG01867,10,1,0,0,1,11
HG02060,11,0,0,0,0,11
HG01843,11,0,0,0,0,11
HG02028,7,0,4,0,4,11
HG01861,7,0,4,0,4,11
HG01869,7,0,0,4,4,11
HG01865,10,1,0,0,1,11
HG01848,7,0,4,0,4,11
HG02048,11,0,0,0,0,11
HG02130,7,0,4,0,4,11
HG01595,11,0,0,0,0,11
HG01860,11,0,0,0,0,11
HG01853,8,3,0,0,3,11
HG02139,7,0,4,0,4,11
HG02121,11,0,0,0,0,11
HG01858,7,4,0,0,4,11
HG02058,11,0,0,0,0,11
HG02076,11,0,0,0,0,11
HG02131,9,0,2,0,2,11
HG02522,11,0,0,0,0,11
HG02019,11,0,0,0,0,11
HG01851,7,0,4,0,4,11
HG02016,11,0,0,0,0,11
HG01874,11,0,0,0,0,11
HG02057,11,0,0,0,0,11
HG02521,9,2,0,0,2,11
HG02035,11,0,0,0,0,11
HG02025,11,0,0,0,0,11
HG02128,11,0,0,0,0,11
HG01862,11,0,0,0,0,11
HG02134,11,0,0,0,0,11
HG02082,11,0,0,0,0,11
HG02122,11,0,0,0,0,11
HG01870,10,1,0,0,1,11
HG02136,8,0,3,0,3,11
HG01852,9,0,2,0,2,11
HG02137,11,0,0,0,0,11
HG01850,11,0,0,0,0,11
HG01857,11,0,0,0,0,11
HG02061,7,4,0,0,4,11
HG02142,11,0,0,0,0,11
HG01863,7,0,0,4,4,11
HG02026,7,0,4,0,4,11
HG01871,11,0,0,0,0,11
HG02141,11,0,0,0,0,11
HG01873,8,3,0,0,3,11
HG02049,7,0,4,0,4,11
HG02086,11,0,0,0,0,11
HG02113,7,0,4,0,4,11
HG01847,7,4,0,0,4,11
HG02513,219,1,3,0,4,223
HG02138,214,1,8,0,9,223
HG02075,216,1,6,0,7,223
HG02031,220,1,2,0,3,223
HG02084,220,1,2,0,3,223
HG02047,222,1,0,0,1,223
HG01597,218,2,3,0,5,223
HG01849,218,4,1,0,5,223
HG02023,222,0,1,0,1,223
HG01846,219,2,2,0,4,223
HG02081,210,11,2,0,13,223
HG01599,214,1,8,0,9,223
HG01866,218,1,4,0,5,223
HG02064,215,1,7,0,8,223
HG02069,217,3,3,0,6,223
HG02087,216,4,3,0,7,223
HG02017,219,4,0,0,4,223
HG01864,221,2,0,0,2,223
HG01868,216,7,0,0,7,223
HG01596,222,0,1,0,1,223
HG02072,218,4,1,0,5,223
HG02079,221,1,1,0,2,223
HG01600,214,4,5,0,9,223
HG02140,222,0,1,0,1,223
HG01841,216,3,4,0,7,223
HG02020,219,3,1,0,4,223
HG01878,219,3,1,0,4,223
HG02085,221,1,1,0,2,223
HG01598,220,1,2,0,3,223
HG01872,221,2,0,0,2,223
HG02073,219,2,2,0,4,223
HG01845,205,3,15,0,18,223
HG02032,218,3,2,0,5,223
HG02088,218,3,2,0,5,223
HG01840,218,3,2,0,5,223
HG01855,220,1,2,0,3,223
HG02050,217,0,6,0,6,223
HG01844,223,0,0,0,0,223
HG02067,215,1,7,0,8,223
HG02133,223,0,0,0,0,223
HG02127,221,2,0,0,2,223
HG02512,220,1,2,0,3,223
HG02040,217,4,2,0,6,223
HG01859,220,1,2,0,3,223
HG02078,219,1,3,0,4,223
HG02070,211,2,10,0,12,223
HG02029,218,3,2,0,5,223
HG02116,221,0,2,0,2,223
HG01842,220,2,1,0,3,223
HG01867,221,2,0,0,2,223
HG02060,219,2,2,0,4,223
HG01843,219,2,2,0,4,223
HG02028,220,0,3,0,3,223
HG01861,219,1,3,0,4,223
HG01869,223,0,0,0,0,223
HG01865,211,3,9,0,12,223
HG01848,220,1,2,0,3,223
HG02048,212,6,5,0,11,223
HG02130,220,2,0,1,3,223
HG01595,219,1,3,0,4,223
HG01860,203,15,5,0,20,223
HG01853,220,1,2,0,3,223
HG02139,219,0,4,0,4,223
HG02121,215,1,7,0,8,223
HG01858,221,1,1,0,2,223
HG02058,210,5,8,0,13,223
HG02076,219,2,2,0,4,223
HG02131,220,1,2,0,3,223
HG02522,215,5,3,0,8,223
HG02019,222,0,1,0,1,223
HG01851,216,3,4,0,7,223
HG02016,217,3,3,0,6,223
HG01874,215,5,3,0,8,223
HG02057,217,3,3,0,6,223
HG02521,211,3,9,0,12,223
HG02035,214,6,3,0,9,223
HG02025,205,14,4,0,18,223
HG02128,218,1,4,0,5,223
HG01862,207,8,8,0,16,223
HG02134,216,3,4,0,7,223
HG02082,221,1,1,0,2,223
HG02122,216,0,6,1,7,223
HG01870,220,2,1,0,3,223
HG02136,216,5,2,0,7,223
HG01852,215,4,4,0,8,223
HG02137,203,2,12,6,20,223
HG01850,204,13,6,0,19,223
HG01857,215,7,1,0,8,223
HG02061,220,1,2,0,3,223
HG02142,220,1,2,0,3,223
HG01863,220,2,1,0,3,223
HG02026,218,3,2,0,5,223
HG01871,206,3,8,6,17,223
HG02141,215,6,2,0,8,223
HG01873,221,2,0,0,2,223
HG02049,212,5,6,0,11,223
HG02086,222,1,0,0,1,223
HG02113,211,8,4,0,12,223
HG01847,219,1,3,0,4,223
HG02513,88,1,3,0,4,92
HG02138,82,2,8,0,10,92
HG02075,78,5,9,0,14,92
HG02031,90,1,1,0,2,92
HG02084,86,4,2,0,6,92
HG02047,79,5,8,0,13,92
HG01597,85,6,1,0,7,92
HG01849,84,2,6,0,8,92
HG02023,85,1,6,0,7,92
HG01846,83,1,8,0,9,92
HG02081,83,3,6,0,9,92
HG01599,88,1,3,0,4,92
HG01866,85,5,2,0,7,92
HG02064,80,4,8,0,12,92
HG02069,81,3,8,0,11,92
HG02087,85,2,5,0,7,92
HG02017,83,4,5,0,9,92
HG01864,81,2,9,0,11,92
HG01868,89,1,2,0,3,92
HG01596,84,5,3,0,8,92
HG02072,79,4,1,8,13,92
HG02079,83,9,0,0,9,92
HG01600,81,8,3,0,11,92
HG02140,80,3,9,0,12,92
HG01841,85,6,1,0,7,92
HG02020,85,2,5,0,7,92
HG01878,84,0,0,8,8,92
HG02085,82,1,9,0,10,92
HG01598,81,8,3,0,11,92
HG01872,84,4,4,0,8,92
HG02073,79,6,7,0,13,92
HG01845,82,2,8,0,10,92
HG02032,78,8,6,0,14,92
HG02088,87,2,3,0,5,92
HG01840,90,0,0,2,2,92
HG01855,82,2,8,0,10,92
HG02050,82,2,8,0,10,92
HG01844,82,7,3,0,10,92
HG02067,83,7,2,0,9,92
HG02133,78,10,4,0,14,92
HG02127,84,0,8,0,8,92
HG02512,85,1,6,0,7,92
HG02040,88,4,0,0,4,92
HG01859,87,3,2,0,5,92
HG02078,88,3,1,0,4,92
HG02070,82,2,8,0,10,92
HG02029,90,1,0,1,2,92
HG02116,88,0,4,0,4,92
HG01842,83,8,1,0,9,92
